Ticket_Subject,Ticket_Description,Product_Purchased,Ticket_Channel,Ticket_Type,Customer_Age,Ticket_Priority
Problema,nao ta funcionando,Caixa de Som JBL,Email,Dúvida,73,Média
Freezer com faísca elétrica,Solicitei cancelamento do Freezer e continuo sendo cobrado indevidamente mês após mês.,Freezer,Chat,Dúvida,46,Média
iPhone 13 quebrou - sem produtividade,Meu iPhone 13 não liga desde ontem à noite. Todos os arquivos de trabalho estão salvos nele e tenho entrega amanhã cedo. Tentei outra tomada e outro cabo sem qualquer resultado.,iPhone 13,Chat,Cancelamento,36,Média
Assistência Roteador Wi-Fi,Roteador Wi-Fi reiniciando sempre.,Roteador Wi-Fi,Email,Problema Técnico,79,Alta
Fogão 5 Bocas com faísca elétrica,O Fogão 5 Bocas descarrega em menos de uma hora de uso leve. Comprei há cinco meses. Já calibrei a bateria conforme o manual mas o problema se manteve exatamente igual.,Fogão 5 Bocas,Email,Problema Técnico,45,Alta
Defeito,q problema,Freezer,Email,Reclamação,56,Baixa
Suporte: Amazon Kindle,O Amazon Kindle parou de gelar após a última queda de energia. Tenho remédios importantes armazenados.,Amazon Kindle,Email,Solicitação de reembolso,52,Baixa
Help,nao ta funcionando,Smartwatch Garmin,Chat,Reclamação,49,Média
Xbox Series X com comportamento estranho,O Xbox Series X apresenta erro crítico na tela desde a última atualização automática de firmware.,Xbox Series X,Email,Solicitação de reembolso,71,Média
Manutenção Airfryer Philips,O Airfryer Philips emite faíscas quando é plugado na tomada elétrica. Desliguei imediatamente por risco de incêndio. Tenho filhos pequenos em casa e preciso de atendimento emergencial hoje.,Airfryer Philips,Email,Solicitação de reembolso,63,Média
Garantia do Amazon Kindle,O Amazon Kindle com consumo de energia absurdamente alto. Minha conta de luz praticamente dobrou.,Amazon Kindle,Email,Reclamação,75,Média
URGENTE - Bebedouro,O Bebedouro emite faíscas quando é plugado na tomada elétrica. Desliguei imediatamente por risco de incêndio. Tenho filhos pequenos em casa e preciso de atendimento emergencial hoje.,Bebedouro,Chat,Solicitação de reembolso,36,Alta
Bebedouro parou - urgente,O Bebedouro parou de funcionar completamente. Tenho crianças em casa que dependem do equipamento diariamente.,Bebedouro,Chat,Reclamação,36,Alta
iPhone 14 tela quebrada - urgente,iPhone 14 parou.,iPhone 14,Telefone,Reclamação,68,Urgente
Não funciona,alguem me ajuda,PlayStation 5,Chat,Cancelamento,70,Baixa
Defeito no Notebook Lenovo - home office,O Notebook Lenovo com imagem desfocada e distorcida mesmo após todos os ajustes manuais possíveis.,Notebook Lenovo,Email,Solicitação de reembolso,67,Alta
Roteador Wi-Fi não funciona,O Roteador Wi-Fi com tampa ou porta emperrada. Não abre nem fecha de forma correta mais.,Roteador Wi-Fi,Telefone,Reclamação,66,Alta
Urgente: Purificador de Água com risco de incêndio,O Purificador de Água não carrega mais de jeito nenhum. Trabalho em home office e preciso dele urgentemente.,Purificador de Água,Email,Problema Técnico,62,Urgente
Urgente: Lavadora a Pressão com risco de incêndio,O Lavadora a Pressão não acessa mais a internet mesmo estando conectado normalmente à rede Wi-Fi.,Lavadora a Pressão,Chat,Dúvida,38,Média
MacBook Air não liga - prazo em risco,Sistema travou.,MacBook Air,Email,Solicitação de reembolso,63,Alta
URGENTE - Lavadora a Pressão,O Lavadora a Pressão com tela com riscos profundos visíveis. Solicito reparo ou troca em garantia.,Lavadora a Pressão,Chat,Cancelamento,80,Alta
MacBook Pro tela quebrada - urgente,O MacBook Pro não liga após queda leve. Ainda está dentro do prazo de garantia do fabricante.,MacBook Pro,Telefone,Reclamação,58,Alta
iPad Pro não liga - prazo em risco,O iPad Pro com consumo de energia absurdamente alto. Minha conta de luz praticamente dobrou.,iPad Pro,Email,Reclamação,76,Alta
Lavadora a Pressão com vazamento perigoso,"O Lavadora a Pressão reinicia em loop contínuo e sem parar. Aguardei a bateria descarregar completamente e recarreguei do zero, mas o ciclo de reinicialização continua exatamente da mesma forma.",Lavadora a Pressão,Email,Dúvida,45,Média
Dúvida sobre Câmera Canon EOS,O Câmera Canon EOS parou de funcionar completamente há dois dias. Perdi todos os alimentos armazenados. Já tentei reiniciar mas o problema persiste. Preciso de atendimento urgente pois tenho...,Câmera Canon EOS,Telefone,Solicitação de reembolso,33,Média
Urgente,parou do nada,Lavadora a Pressão,Chat,Cancelamento,74,Baixa
Problema no iPhone 13 - reunião amanhã,O iPhone 13 com imagem desfocada e distorcida mesmo após todos os ajustes manuais possíveis.,iPhone 13,Email,Dúvida,67,Média
Problemas,parou do nada,Monitor LG 27,Email,Solicitação de reembolso,45,Baixa
Falha no Caixa de Som JBL,O Caixa de Som JBL não conecta à internet após a última atualização automática de software recebida.,Caixa de Som JBL,Chat,Problema Técnico,21,Alta
Emergência: Geladeira não funciona,O Geladeira parou do nada sem nenhuma queda ou impacto visível. Já fiz todos os procedimentos indicados no manual sem qualquer resultado positivo. Preciso de visita técnica domiciliar.,Geladeira,Chat,Dúvida,42,Média
Dúvida sobre Nintendo Switch,O Nintendo Switch não acessa mais a internet mesmo estando conectado normalmente à rede Wi-Fi.,Nintendo Switch,Telefone,Dúvida,64,Média
iPad Pro não liga - prazo em risco,O iPad Pro travou completamente e não consigo acessar nenhum arquivo importante de trabalho salvo.,iPad Pro,Email,Cancelamento,75,Média
Emergência: Lavadora a Pressão não funciona,O Lavadora a Pressão emite faíscas quando é plugado na tomada elétrica. Desliguei imediatamente por risco de incêndio. Tenho filhos pequenos em casa e preciso de atendimento emergencial hoje.,Lavadora a Pressão,Email,Reclamação,53,Alta
Manutenção Airfryer Philips,"O Airfryer Philips superaquece intensamente ao ser ligado, ficando quente em menos de cinco minutos de uso. Desliguei por segurança. Tem apenas dois meses de uso e é completamente anormal.",Airfryer Philips,Chat,Problema Técnico,38,Alta
Urgente,quero falar,Roteador Wi-Fi,Email,Problema Técnico,85,Baixa
Fogão com faísca elétrica,O Fogão não conecta à internet após a última atualização automática de software recebida.,Fogão,Telefone,Problema Técnico,78,Urgente
Fogão com faísca elétrica,O Fogão chegou completamente amassado pelos correios com estrutura danificada. Ao ligar pela primeira vez não funciona corretamente. Quero reembolso integral ou troca por produto novo.,Fogão,Chat,Cancelamento,28,Alta
Fogão 5 Bocas com faísca elétrica,O Fogão 5 Bocas travou durante apresentação importante e não inicializa mais. Tentei todos os procedimentos de recuperação sem sucesso. Todos os meus projetos estão salvos e preciso dos dados.,Fogão 5 Bocas,Chat,Solicitação de reembolso,62,Alta
Smart TV Samsung 55 não funciona,O Smart TV Samsung 55 apresenta tela piscando de forma intermitente e às vezes apaga totalmente. Comprei há dois meses e já está com defeito grave. Quero acionar a garantia para substituição.,Smart TV Samsung 55,Chat,Problema Técnico,34,Alta
URGENTE - Aquecedor a Gás,O Aquecedor a Gás não liga mais e ainda está dentro do prazo legal de garantia do produto.,Aquecedor a Gás,Email,Dúvida,84,Média
Problema grave no Fogão 5 Bocas,O Fogão 5 Bocas com defeito na tela que fica piscando constantemente sem parar durante todo o uso.,Fogão 5 Bocas,Chat,Cancelamento,21,Alta
Problema no Notebook Dell XPS - reunião amanhã,O Notebook Dell XPS não liga desde ontem à noite. Perdi todos os alimentos que estavam armazenados dentro.,Notebook Dell XPS,Telefone,Dúvida,85,Alta
Soundbar Sony com problema técnico,O Soundbar Sony parou de gelar após a última queda de energia. Tenho remédios importantes armazenados.,Soundbar Sony,Email,Dúvida,54,Baixa
Aspirador Dyson não funciona,O Aspirador Dyson parou de funcionar completamente. Tenho crianças em casa que dependem do equipamento diariamente.,Aspirador Dyson,Telefone,Solicitação de reembolso,33,Alta
URGENTE - Freezer,Defeito visível.,Freezer,Chat,Dúvida,72,Alta
Info sobre Câmera GoPro Hero,O Câmera GoPro Hero não funciona em modo automático. Só opera no modo manual agora por algum motivo.,Câmera GoPro Hero,Email,Cancelamento,59,Baixa
Fone Bluetooth JBL com falha leve,O Fone Bluetooth JBL desligando sozinho várias vezes ao dia sem nenhum motivo aparente ou justificável.,Fone Bluetooth JBL,Chat,Problema Técnico,61,Alta
Reparo: Aspirador Dyson,O Aspirador Dyson com botão físico principal travado. Não responde a nenhuma tentativa de acionamento.,Aspirador Dyson,Telefone,Dúvida,74,Média
Reparo: Impressora HP,O Impressora HP emite ruído alto durante funcionamento normal. O técnico da loja disse ser normal mas claramente não é. Outros usuários relatam o mesmo defeito nos fóruns do produto.,Impressora HP,Chat,Solicitação de reembolso,68,Alta
Problema no MacBook Pro - reunião amanhã,O MacBook Pro com bateria não durando mais de vinte minutos por carga. Produto com seis meses de uso. Calibrei seguindo todas as instruções do manual oficial mas sem melhora nenhuma.,MacBook Pro,Chat,Solicitação de reembolso,31,Alta
Fogão 5 Bocas parou - urgente,O Fogão 5 Bocas com bateria descarregando muito mais rápido do que o esperado e prometido.,Fogão 5 Bocas,Chat,Reclamação,23,Alta
Smartwatch Garmin com comportamento estranho,Descarga muito rápida.,Smartwatch Garmin,Chat,Solicitação de reembolso,23,Média
Micro-ondas tela quebrada - urgente,O Micro-ondas apresenta tela piscando de forma intermitente e às vezes apaga totalmente. Comprei há dois meses e já está com defeito grave. Quero acionar a garantia para substituição.,Micro-ondas,Telefone,Cancelamento,51,Alta
MacBook Air travado - trabalho parado,Tela piscando forte.,MacBook Air,Email,Reclamação,54,Alta
Monitor LG 27 inoperante,Monitor LG 27 riscado.,Monitor LG 27,Chat,Problema Técnico,74,Alta
Manutenção Smart TV LG 50,O Smart TV LG 50 com tela com riscos profundos visíveis. Solicito reparo ou troca em garantia.,Smart TV LG 50,Chat,Solicitação de reembolso,58,Média
Help,entregaram errado,Aquecedor a Gás,Email,Problema Técnico,24,Média
Não funciona,nao ta funcionando,Soundbar Sony,Chat,Reclamação,72,Baixa
Computador Desktop não liga - prazo em risco,O Computador Desktop emite ruído alto durante funcionamento normal. O técnico da loja disse ser normal mas claramente não é. Outros usuários relatam o mesmo defeito nos fóruns do produto.,Computador Desktop,Email,Cancelamento,58,Média
Garantia do PlayStation 5,Solicitei o cancelamento do contrato de assistência do PlayStation 5 há quinze dias e continuo sendo cobrado indevidamente. Já enviei três emails sem resposta. Vou acionar o Procon.,PlayStation 5,Telefone,Reclamação,53,Alta
Fogão 5 Bocas com vazamento perigoso,Em apenas três semanas o Fogão 5 Bocas já deu problema duas vezes. A primeira vez resolveu sozinho mas agora parou definitivamente. Quero troca imediata ou reembolso total do valor pago.,Fogão 5 Bocas,Chat,Solicitação de reembolso,63,Alta
Micro-ondas quebrou - sem produtividade,O Micro-ondas com controle remoto sem nenhuma resposta mesmo com pilha nova recém instalada.,Micro-ondas,Email,Solicitação de reembolso,49,Média
Urgente: Geladeira com risco de incêndio,Geladeira emperrado.,Geladeira,Chat,Problema Técnico,55,Urgente
Como usar Câmera Canon EOS,Equipamento danificado.,Câmera Canon EOS,Telefone,Solicitação de reembolso,26,Média
Reclamação,urgente!!,Impressora HP,Email,Reclamação,73,Média
Defeito,preciso de ajuda,Samsung Galaxy S23,Email,Reclamação,78,Média
Fogão 5 Bocas com faísca elétrica,O Fogão 5 Bocas está superaquecendo e desligando automaticamente após poucos minutos de uso normal.,Fogão 5 Bocas,Telefone,Cancelamento,79,Alta
Problema no Micro-ondas - reunião amanhã,Técnico realizou manutenção no Micro-ondas mas o mesmo defeito voltou no dia seguinte.,Micro-ondas,Email,Problema Técnico,21,Alta
Aspirador Dyson apresenta defeito,O Aspirador Dyson desliga sozinho várias vezes por dia sem motivo aparente. Verifiquei a instalação elétrica e o problema é do aparelho. Tentei redefinir para padrão de fábrica sem sucesso.,Aspirador Dyson,Chat,Dúvida,62,Média
Suporte,ignorando meu caso,Roteador Wi-Fi,Telefone,Solicitação de reembolso,41,Baixa
Defeito crítico no Fogão,O Fogão com som completamente distorcido e alto. Incomoda os vizinhos e é insuportável.,Fogão,Telefone,Dúvida,18,Alta
Garantia do Fone Bluetooth JBL,O Fone Bluetooth JBL parou de funcionar completamente há dois dias. Perdi todos os alimentos armazenados. Já tentei reiniciar mas o problema persiste. Preciso de atendimento urgente pois tenho...,Fone Bluetooth JBL,Telefone,Dúvida,23,Baixa
Notebook Dell XPS não liga - prazo em risco,Descarga muito rápida.,Notebook Dell XPS,Email,Solicitação de reembolso,27,Média
Falha no Aspirador Dyson,O Aspirador Dyson superaquecendo de forma intensa. Fica extremamente quente em menos de cinco minutos de uso.,Aspirador Dyson,Email,Reclamação,83,Alta
Como usar Fone Bluetooth JBL,O Fone Bluetooth JBL está com tela totalmente preta mas com som funcionando normalmente. Testei monitor externo mas sem sinal de vídeo algum. É ferramenta de trabalho e estou sem renda.,Fone Bluetooth JBL,Chat,Dúvida,74,Baixa
Urgente: Fogão com risco de incêndio,O Fogão parou de funcionar completamente. Tenho crianças em casa que dependem do equipamento diariamente.,Fogão,Email,Problema Técnico,72,Urgente
Xbox Series X com comportamento estranho,O Xbox Series X parou de gelar após oscilação de energia elétrica. Já aguardei quatro horas para religar conforme orientação mas continua sem gelar. Tenho insulina que exige refrigeração.,Xbox Series X,Chat,Cancelamento,30,Baixa
Computador Desktop travado - trabalho parado,O Computador Desktop com tela com riscos profundos visíveis. Solicito reparo ou troca em garantia.,Computador Desktop,Telefone,Cancelamento,22,Alta
Câmera Canon EOS com comportamento estranho,Câmera Canon EOS reiniciando sempre.,Câmera Canon EOS,Telefone,Cancelamento,57,Média
Monitor LG 27 não funciona,O Monitor LG 27 com tampa ou porta emperrada. Não abre nem fecha de forma correta mais.,Monitor LG 27,Chat,Problema Técnico,66,Alta
Como usar Nintendo Switch,Meu Nintendo Switch não reconhece mais nenhum dos acessórios oficiais conectados a ele. Já testei acessórios diferentes e o problema persiste em todos. É minha ferramenta principal de trabalho.,Nintendo Switch,Chat,Problema Técnico,63,Alta
Xbox Series X com comportamento estranho,O Xbox Series X descarrega em menos de uma hora de uso leve. Comprei há cinco meses. Já calibrei a bateria conforme o manual mas o problema se manteve exatamente igual.,Xbox Series X,Email,Problema Técnico,59,Média
Suporte: Amazon Kindle,"O Amazon Kindle emitindo ruído alto e vibração intensa, completamente fora do comportamento normal esperado.",Amazon Kindle,Chat,Problema Técnico,85,Alta
Fone Bluetooth JBL com comportamento estranho,Aparelho sem carga.,Fone Bluetooth JBL,Email,Solicitação de reembolso,26,Baixa
Xbox Series X com comportamento estranho,O Xbox Series X travou completamente e não consigo acessar nenhum arquivo importante de trabalho salvo.,Xbox Series X,Chat,Reclamação,26,Média
Garantia do Amazon Kindle,O Amazon Kindle com touchscreen sem resposta na parte inferior da tela durante o uso.,Amazon Kindle,Chat,Reclamação,71,Alta
iPhone 13 tela quebrada - urgente,O iPhone 13 está fazendo barulho de estalos e a temperatura interna não é mantida corretamente. Não consegui agendamento na assistência. Tenho medicamentos que exigem refrigeração constante.,iPhone 13,Email,Reclamação,28,Alta
Lavadora a Pressão com faísca elétrica,O Lavadora a Pressão com tela quebrada após queda leve. É minha principal ferramenta de trabalho profissional.,Lavadora a Pressão,Telefone,Reclamação,85,Urgente
Manutenção Smart TV Samsung 55,Equipamento danificado.,Smart TV Samsung 55,Chat,Problema Técnico,19,Alta
Defeito no iPad Pro - home office,O iPad Pro com touchscreen sem resposta na parte inferior da tela durante o uso.,iPad Pro,Email,Reclamação,18,Alta
Notebook Lenovo quebrou - sem produtividade,O Notebook Lenovo emite ruído alto durante funcionamento normal. O técnico da loja disse ser normal mas claramente não é. Outros usuários relatam o mesmo defeito nos fóruns do produto.,Notebook Lenovo,Email,Solicitação de reembolso,62,Alta
Problemas,entregaram errado,PlayStation 5,Telefone,Solicitação de reembolso,32,Baixa
Atendimento,help,Monitor LG 27,Telefone,Solicitação de reembolso,71,Média
Samsung Galaxy S23 tela quebrada - urgente,O Samsung Galaxy S23 não lê mais nenhum tipo de mídia inserida nele. Totalmente inoperante.,Samsung Galaxy S23,Chat,Problema Técnico,69,Urgente
Manutenção Airfryer Philips,Descarga muito rápida.,Airfryer Philips,Chat,Cancelamento,80,Média
Roteador Wi-Fi com defeito intermitente,O Roteador Wi-Fi não liga após queda leve. Ainda está dentro do prazo de garantia do fabricante.,Roteador Wi-Fi,Email,Cancelamento,67,Média
Suporte: PlayStation 5,O PlayStation 5 apresentou cheiro de queimado forte. Desliguei imediatamente por questão de segurança da família.,PlayStation 5,Email,Problema Técnico,63,Alta
Dúvida técnica Amazon Kindle,O Amazon Kindle desligando sozinho várias vezes ao dia sem nenhum motivo aparente ou justificável.,Amazon Kindle,Email,Solicitação de reembolso,35,Baixa
Manutenção Aspirador Dyson,O Aspirador Dyson com defeito visível após apenas um mês de uso regular e dentro da garantia.,Aspirador Dyson,Email,Reclamação,27,Média
URGENTE - Freezer,Sistema travou.,Freezer,Chat,Dúvida,84,Alta
Lavadora a Pressão com faísca elétrica,O Lavadora a Pressão parou de gelar após a última queda de energia. Tenho remédios importantes armazenados.,Lavadora a Pressão,Email,Dúvida,80,Média
Urgente,quero ajuda agora,Roteador Wi-Fi,Chat,Solicitação de reembolso,36,Baixa
Suporte: Smartwatch Garmin,O Smartwatch Garmin não aquece mais como antes. Parou depois de anos funcionando perfeitamente bem.,Smartwatch Garmin,Chat,Problema Técnico,71,Alta
Dúvida técnica Fone Bluetooth JBL,O Fone Bluetooth JBL parou de gelar após oscilação de energia elétrica. Já aguardei quatro horas para religar conforme orientação mas continua sem gelar. Tenho insulina que exige refrigeração.,Fone Bluetooth JBL,Chat,Reclamação,85,Alta
Notebook Lenovo não liga - prazo em risco,Notebook Lenovo queimando.,Notebook Lenovo,Telefone,Cancelamento,79,Alta
Smart TV LG 50 apresenta defeito,Smart TV LG 50 com defeito grave.,Smart TV LG 50,Email,Cancelamento,43,Baixa
Computador Desktop não liga - prazo em risco,O Computador Desktop não liga desde ontem à noite. Perdi todos os alimentos que estavam armazenados dentro.,Computador Desktop,Telefone,Problema Técnico,50,Urgente
Notebook Dell XPS não liga - prazo em risco,O Notebook Dell XPS parou de funcionar completamente. Tenho crianças em casa que dependem do equipamento diariamente.,Notebook Dell XPS,Telefone,Reclamação,48,Alta
Purificador de Água parou - urgente,O Purificador de Água com imagem desfocada e distorcida mesmo após todos os ajustes manuais possíveis.,Purificador de Água,Telefone,Problema Técnico,83,Urgente
Fogão causando risco,O Fogão não reconhece mais nenhum dos acessórios oficiais do fabricante conectados a ele.,Fogão,Chat,Solicitação de reembolso,82,Alta
Reparo: Aspirador Dyson,O Aspirador Dyson com conexão Wi-Fi caindo a cada poucos minutos de uso contínuo.,Aspirador Dyson,Chat,Solicitação de reembolso,65,Alta
MacBook Air travado - trabalho parado,O MacBook Air apresenta erro crítico na tela desde a última atualização automática de firmware.,MacBook Air,Chat,Dúvida,68,Média
Aquecedor a Gás parou - urgente,O Aquecedor a Gás não liga mais e ainda está dentro do prazo legal de garantia do produto.,Aquecedor a Gás,Chat,Cancelamento,76,Alta
Info sobre Nintendo Switch,Comprei o Nintendo Switch há quatro meses e ele travou completamente. A garantia está válida. Trabalho em home office e perco produtividade a cada hora. Não consigo acessar meus arquivos.,Nintendo Switch,Email,Dúvida,45,Baixa
Tablet Samsung inoperante,O Tablet Samsung emite ruído alto durante funcionamento normal. O técnico da loja disse ser normal mas claramente não é. Outros usuários relatam o mesmo defeito nos fóruns do produto.,Tablet Samsung,Email,Dúvida,43,Baixa
Purificador de Água com cheiro de queimado,"O Purificador de Água reinicia em loop contínuo e sem parar. Aguardei a bateria descarregar completamente e recarreguei do zero, mas o ciclo de reinicialização continua exatamente da mesma forma.",Purificador de Água,Email,Solicitação de reembolso,62,Alta
Soundbar Sony inoperante,Meu Soundbar Sony não reconhece mais nenhum dos acessórios oficiais conectados a ele. Já testei acessórios diferentes e o problema persiste em todos. É minha ferramenta principal de trabalho.,Soundbar Sony,Email,Reclamação,44,Média
Controle Xbox com comportamento estranho,O Controle Xbox está superaquecendo e desligando automaticamente após poucos minutos de uso normal.,Controle Xbox,Chat,Dúvida,73,Baixa
Dúvida técnica Nintendo Switch,O Nintendo Switch está fazendo faíscas visíveis quando ligado. Risco de incêndio real. Preciso de técnico urgente.,Nintendo Switch,Email,Reclamação,59,Média
Fogão 5 Bocas com cheiro de queimado,O Fogão 5 Bocas não carrega mais de jeito nenhum. Trabalho em home office e preciso dele urgentemente.,Fogão 5 Bocas,Email,Dúvida,32,Média
iPhone 13 tela quebrada - urgente,O iPhone 13 falhou completamente após atualização automática de firmware. Não consigo acessar o menu para reverter a versão. Preciso de suporte técnico remoto especializado com urgência total.,iPhone 13,Email,Dúvida,57,Baixa
Smart TV LG 50 com defeito intermitente,O Smart TV LG 50 não funciona em modo automático. Só opera no modo manual agora por algum motivo.,Smart TV LG 50,Email,Reclamação,43,Média
Info sobre Fone Bluetooth JBL,O Fone Bluetooth JBL com tela quebrada após queda leve. É minha principal ferramenta de trabalho profissional.,Fone Bluetooth JBL,Chat,Cancelamento,85,Média
Dúvida técnica Xbox Series X,O Xbox Series X falhou completamente após atualização automática de firmware. Não consigo acessar o menu para reverter a versão. Preciso de suporte técnico remoto especializado com urgência total.,Xbox Series X,Email,Cancelamento,42,Baixa
Controle Xbox com falha leve,O Controle Xbox apresentou cheiro de queimado forte. Desliguei imediatamente por questão de segurança da família.,Controle Xbox,Email,Dúvida,24,Baixa
Lavadora a Pressão com vazamento perigoso,O Lavadora a Pressão com porta de conexão USB danificada. Nenhum dispositivo conecta mais corretamente.,Lavadora a Pressão,Email,Cancelamento,27,Média
Freezer com faísca elétrica,O Freezer apresentou cheiro de queimado forte. Desliguei imediatamente por questão de segurança da família.,Freezer,Email,Dúvida,58,Média
Notebook Dell XPS travado - trabalho parado,Notebook Dell XPS parou.,Notebook Dell XPS,Chat,Cancelamento,38,Média
Reclamação,tá tudo quebrado,Fogão 5 Bocas,Email,Solicitação de reembolso,27,Baixa
Assistência Caixa de Som JBL,O Caixa de Som JBL com consumo de energia absurdamente alto. Minha conta de luz praticamente dobrou.,Caixa de Som JBL,Email,Cancelamento,39,Baixa
Notebook Lenovo travado - trabalho parado,O Notebook Lenovo travou completamente e não consigo acessar nenhum arquivo importante de trabalho salvo.,Notebook Lenovo,Chat,Reclamação,37,Alta
Impressora HP não funciona,O Impressora HP para de responder ao toque após aproximadamente trinta minutos de uso normal. Já reinstalei o sistema operacional duas vezes completas e o comportamento persiste sem mudança.,Impressora HP,Chat,Cancelamento,45,Média
Problema no iPad Pro - reunião amanhã,O iPad Pro parou no meio do ciclo de uso e não reinicia de forma alguma agora.,iPad Pro,Email,Solicitação de reembolso,22,Média
MacBook Air não liga - prazo em risco,O MacBook Air não reconhece mais nenhum dos acessórios oficiais do fabricante conectados a ele.,MacBook Air,Telefone,Reclamação,67,Urgente
Computador Desktop travado - trabalho parado,O Computador Desktop com botão físico principal travado. Não responde a nenhuma tentativa de acionamento.,Computador Desktop,Email,Problema Técnico,53,Alta
Reclamação,ja liguei,Freezer,Email,Solicitação de reembolso,58,Baixa
MacBook Air travado - trabalho parado,O MacBook Air parou no meio do ciclo de uso e não reinicia de forma alguma agora.,MacBook Air,Telefone,Solicitação de reembolso,38,Alta
MacBook Air travado - trabalho parado,O MacBook Air com som completamente distorcido e alto. Incomoda os vizinhos e é insuportável.,MacBook Air,Chat,Reclamação,62,Alta
Notebook Lenovo tela quebrada - urgente,Notebook Lenovo não gela nada.,Notebook Lenovo,Chat,Dúvida,45,Média
MacBook Pro travado - trabalho parado,O MacBook Pro não carrega mais de jeito nenhum. Trabalho em home office e preciso dele urgentemente.,MacBook Pro,Chat,Dúvida,77,Média
iPhone 13 travado - trabalho parado,Produto quebrado.,iPhone 13,Chat,Solicitação de reembolso,43,Alta
Problema grave no Geladeira,"O Geladeira superaquece intensamente ao ser ligado, ficando quente em menos de cinco minutos de uso. Desliguei por segurança. Tem apenas dois meses de uso e é completamente anormal.",Geladeira,Chat,Problema Técnico,40,Urgente
Manutenção Aspirador Dyson,O Aspirador Dyson não acessa mais a internet mesmo estando conectado normalmente à rede Wi-Fi.,Aspirador Dyson,Email,Reclamação,34,Média
Não funciona,cadê o suporte,Samsung Galaxy S23,Chat,Solicitação de reembolso,61,Baixa
Tablet Samsung não funciona,Tablet Samsung sem resposta.,Tablet Samsung,Telefone,Solicitação de reembolso,78,Alta
Manutenção Smart TV Samsung 55,O Smart TV Samsung 55 travou completamente e não consigo acessar nenhum arquivo importante de trabalho salvo.,Smart TV Samsung 55,Chat,Problema Técnico,54,Alta
MacBook Pro travado - trabalho parado,O MacBook Pro caiu e a tela quebrou parcialmente. Ainda funciona mas está inutilizável profissionalmente. É minha principal ferramenta de trabalho. Preciso saber sobre cobertura de garantia.,MacBook Pro,Email,Cancelamento,72,Média
Problema no Computador Desktop - reunião amanhã,O Computador Desktop superaquece e desliga automaticamente após poucos minutos de uso. Já entrei em contato pelo chat mas sem solução. Solicito troca imediata por produto novo sem defeito.,Computador Desktop,Chat,Dúvida,34,Média
MacBook Pro travado - trabalho parado,O MacBook Pro descarrega em menos de uma hora de uso leve. Comprei há cinco meses. Já calibrei a bateria conforme o manual mas o problema se manteve exatamente igual.,MacBook Pro,Chat,Problema Técnico,35,Alta
Freezer parou - urgente,O Freezer está com tela totalmente preta mas com som funcionando normalmente. Testei monitor externo mas sem sinal de vídeo algum. É ferramenta de trabalho e estou sem renda.,Freezer,Email,Problema Técnico,44,Alta
Samsung Galaxy S23 quebrou - sem produtividade,O Samsung Galaxy S23 está fazendo barulho de estalos e a temperatura interna não é mantida corretamente. Não consegui agendamento na assistência. Tenho medicamentos que exigem refrigeração constante.,Samsung Galaxy S23,Email,Dúvida,24,Baixa
Suporte: PlayStation 5,Faísca na tomada.,PlayStation 5,Email,Dúvida,60,Baixa
Reparo: Tablet Samsung,O Tablet Samsung não aquece mais como antes. Parou depois de anos funcionando perfeitamente bem.,Tablet Samsung,Chat,Reclamação,26,Alta
Urgente,cadê o suporte,Máquina de Lavar,Telefone,Problema Técnico,32,Baixa
Problemas,sumiu tudo,Computador Desktop,Chat,Solicitação de reembolso,58,Média
MacBook Air quebrou - sem produtividade,O MacBook Air não funciona em modo automático. Só opera no modo manual agora por algum motivo.,MacBook Air,Email,Problema Técnico,29,Alta
MacBook Pro tela quebrada - urgente,O MacBook Pro emite faíscas quando é plugado na tomada elétrica. Desliguei imediatamente por risco de incêndio. Tenho filhos pequenos em casa e preciso de atendimento emergencial hoje.,MacBook Pro,Email,Problema Técnico,68,Alta
Assistência Smart TV Samsung 55,Smart TV Samsung 55 não aquece.,Smart TV Samsung 55,Email,Problema Técnico,18,Alta
Defeito no Notebook Dell XPS - home office,Faísca na tomada.,Notebook Dell XPS,Chat,Reclamação,68,Alta
Problema no iPhone 13 - reunião amanhã,O iPhone 13 apresenta vazamento de líquido pelo fundo. Risco de acidente doméstico sério. Preciso de ajuda.,iPhone 13,Telefone,Reclamação,71,Urgente
iPhone 13 quebrou - sem produtividade,Tela quebrada.,iPhone 13,Telefone,Problema Técnico,25,Urgente
iPhone 14 tela quebrada - urgente,O iPhone 14 com tampa ou porta emperrada. Não abre nem fecha de forma correta mais.,iPhone 14,Email,Cancelamento,68,Média
Computador Desktop travado - trabalho parado,Solicitei cancelamento do Computador Desktop e continuo sendo cobrado indevidamente mês após mês.,Computador Desktop,Chat,Cancelamento,83,Alta
Como usar Amazon Kindle,O Amazon Kindle travou completamente e não consigo acessar nenhum arquivo importante de trabalho salvo.,Amazon Kindle,Email,Cancelamento,58,Baixa
Freezer causando risco,O Freezer chegou completamente amassado pelos correios com estrutura danificada. Ao ligar pela primeira vez não funciona corretamente. Quero reembolso integral ou troca por produto novo.,Freezer,Email,Reclamação,42,Alta
Roteador Wi-Fi apresenta defeito,"O Roteador Wi-Fi apresenta cheiro de queimado e faíscas visíveis na parte traseira. Desliguei por segurança. É risco real de incêndio e preciso de técnico hoje, pois não consigo usar o aparelho.",Roteador Wi-Fi,Telefone,Problema Técnico,23,Alta
